"Classe";"Texto"
"Contras";"Acabamento, tome por exemplo os botões de abertura dos vidros elétricos com posicionamento ridiculo. Computador de bordo impreciso, expressa o consumo em L/Km? Consumo de combustivel elevado e informações divergentes em excesso nas oficinas autorizadas e concessionarias."
"Contras";"abertura dos vidros em lugar inadequado dói as costas. Acabamento externo soltando alguns frisos na porta.Acendeu uma luz no painel com apenas 1oooKm rodado. Saiu mta fumanca no copô com 2oookm rodados no dia de forte chuva.Parte dianteira baixa parece feita de isopor ja encostou na calçada e quebrou um pedacinho.A concessionária te olha indiferente quando vc precisa de ajuda o atendimento nao é100 por cento parece que apenas os donos de carros mais carros como avatar, picasso, air cross sao prioridade. Na hora da revenda nem a citroen valoriza."
"Contras";"suspensão frágil direção ruim peças caras"
"Contras";"Acho meio caro. A vara de medir o nivel de óleo entorta e é difícil de por de volta. Logo no início o consumo foi muito alto mas depois melhorou. O acabamento externo peca na base abaixo das portas, fica parecendo que falta alguma coisa pra tapar aqueles buracos na lataria. A posição dos botões dos vidros é totalmente desconfortável.É muito complicado abrir o capô pois tanto a alavanca que fica abaixo do volante como a que fica no próprio capô são muito escondidas. A preparação pro som é muito tímida com alto-falantes fracos. Em dias de chuva a parte inferior do para brisa fica embaçada porque sempre sai ar frio pelo AC mesmo com direcionamento exclusivo para o motorista. 420 pilas por uma simples revisão é exagerado. Deveria ter mais porta objetos. Baixo valor na revenda. Irritante barulho de vento no vidro dianteiro mesmo em baixas velocidades. Deveria ter um stop no controle dos retrovisores externos."
"Contras";"Alto consumo considerando 1.4 com 85 CV"
"Contras";"o controle dos vidros são mal localizados. e só."
"Contras";"Freios abaixo da média, desvalorização, preço elevado das peças e manutenção em geral. dianteira muito baixa raspa em tudo quanto é valeta"
"Contras";"ainda não encontrei postos negativos"
"Contras";"Custo elevado das peças. Uma única peça custando cerca de R$ 5.000,00. direção. Total do com outra peça por R$ 8.500,00. E, detalhe, o gerente ofereceu um desconto de R$ 500,00. grande coisa."
"Contras";"Posição dos comandos dos vidros elétricos"
"Contras";"POSIÇÃO DOS VIDROS ELÉTRICO DA FRENTE E DE TRAZ PODERIAM SER COMO O CORSA CONJUGADO NA PORTA EE A REGULAGEM DO RETROVISOR PODERIA SER MELHOR"
"Contras";"Péssimo: consumo gasolina 4.6 à 5 km p/litro gasolina"
"Contras";"Consumo, desgaste acima da média, desvalorização."
"Contras";"Apenas o consumo de combustivel."
"Contras";"Ainda estou estudando..."
"Contras";"Barulhos internos são realmente irritantes. É muito barulho. Não adianta fazer um carro bom na maioria dos apectos se quando você dirige tem a impressão que ele vai desmontar inteir quando você dirige."
"Contras";"frágil"
"Contras";"espaço para os passageiros no banco traseiro, porta-malas pequeno, desvalorização, atendimento pessimo nas concessionarias e barulho na suspensão dianteira."
"Contras";"SUSPENÇÃO FAZ BARULHO E TEM 1.600 KM TECNICO DA LOJA QUE COMPREI DISSE NÃO HAVER NADA NA SUSPENÇÃO SAIU DA LOJA COM CALIBRAGEM DE 36 NOS QUATROS PNEUS"
"Contras";"GASTA COMO UMA CAMIONETE SEIS CILINDRO"
"Contras";"suspensão e isolamento acustico...mas nada de mais!"
"Contras";"O atendimento pos-venda da Citroen é péssimo!! Com três meses de uso tive problemas com o volante q precissou trocar pecas 3 vezes, em menos de 6 meses de uso queimou 1 farol de milha 120R$ e 1 farol 42R$ , fora isso cada vez que voltava com o carro com algum defeito vc vira aquele problema p os atendentes. O pior a Revenda se desvaloriza muito, seguro caro paguei R$ 2.950 e o pior a 1ª revisão básica R$ 180 e a 1ª completa R$ 700 isso mesmo R$ 700"
"Contras";"TODO O RESTO: MANUTENÇÃO, CONSUMO, REPOSIÇÃO DE PEÇAS, GARANTIAS"
"Contras";"consumo um pouco elevado falta potência e torque, motor um pouco fraco para o peso do carro porta malas pequeno."
"Contras";"Assistência técnida péssima.Já trocamos: Alternador, bomba de combustível, bóia do tanque, caixa de direção. O pior é que não resolveu. Agora estou com medo da revisão dos 30K, pois mesmo com a garantia extendida para 2 anos, da última vez gastei R$ 760,00."
"Contras";"Valor de revenda"
"Contras";"Elétrica péssima. Panes constantes no painel. Consumo de 6 km/l."
"Contras";"As pessoas tem medo do pós venda, mas acredito que é uma questão de gosto mesmo, acho que o c3 vendeu bem,ainda com a isenção do IPI, putz..vejo por ai a dar com o pau, nunca ví tanto citroen por ai!!vai acontecer o mesmo com o peugeot 206, que é um carro antigo mas que tem boa aceitação até hoje!!Com o c3 vai acontecer o mesmo, costumo dizer que é o mais popular da citroen.Sem falar que é um carro atual , olho para o carro e vejo o quanto o modelo dele ainda atrai, é diferente, ele é um carrinho que seduz mesmo!!Eu compraria outro sem medo!!"
"Contras";"um carro com a suspenção muito barulhenta nossa"
"Contras";"Ser fabricado no Rio de Janeiro, nada a ver."
"Contras";"desvaloriz"
"Contras";"Suspensão, mesmo com a recalibragem dos novos modelos 2009, ainda é bem durinha - poderia ter sido mais bem calibrada para o conforto interno, diminuindo alguns ruídos dentro do habitáculo nada exagerado, mas vez por outra, com os vidros fechados e em ruas muitos desniveladas e esburacadas, incomoda. O vidro arranha o insulfilm e é muito lento ao subir, além do toque automático para subir por inteiro, ser meio pirracento e, nem sempre, obedece."
"Contras";"os vidros elétricos, os botões são muito mal posicionados, o espaço interno é somente para quatro pessoas, nem pense em colocar cinco, os alto falantes trazeiros são nas portas, o som não fica bom melhor seria no tampão traseiro que diga-se de passagem é fraco para por os auto falantes"
"Contras";"Posição dos controles do vidro elétrico unanimidade nacional???, segurança dos freios e os barulhos vindos da suspensão traseira."
"Contras";"Freios...quem tem sabe...ou vai saber! Antes dos 10 mil a pastilha do lado esquerdo motoristaO acabaou e afetou i disco! Inacreditável...a Citroen alega desgaste natural....será que o desgaste é natural de um lado só...entao acho que sou saci...um tenis nao desgaste apenas de um lado!"
"Contras";"a suspençaõ é uma piada, comprei o carro 0km e o mesmo apresenta barulho desde okm. Ja fiz a reclamação para a concessionaria, e ate agora não resolveram.Em alta velocidade parece que o carro vai levantar voo."
"Contras";"Realmente tem um barulho chato na porta traseira direita que vem de não sei da onde. A suspenção poderia ser um pouco mais macia mas na estrada garante estabilidade e não faz o menor ruído. As portas mereciam uma forração de tecido ao invés do plástico que aumenta o ruído quando rodando em ruas com buracos. O banco traseiro não é totalmente rebatível. A manutenção bem que poderia ser mais barata um pouquinho pelo menos."
"Contras";"Péssima e desrespeitosa assistência técnica, pelo menos na cidade do Rio de Janeiro. E a Citroën quando acionada, não faz a necessária intervenção. O telefone para reclamações parece um embuste oficilalizado.Não há garantia de reposiçao imediata para algumas peças de aquisição obigatória no fabricante.Demora constante e excessiva na oficina.Possibilidade de dispêndio anormal com peças após um ano de uso, dado que o preço de cada peça é absurdo.."
"Contras";"achei o cambio meio frouxo mas nada que decepcione"
"Contras";"acabamento fraco, soltou os frisos do teto, muito barulho no painel ninguem resolve entra agua nos faróis"
"Contras";"Porta malas poderia ser maior, e o acabamento nas portas da versão GLX poderia pelo menos ter tecidos um pouco mais simples do que a versão Exclusive. O ruido do motor mais parece uma turbina em aceleração, acho excessivo."
"Contras";"Sistema de freios péssimo nem a TRW descobriu o que tem no meu C3.... Barulhento. Beberrão. Pesoal da assisitência técnica Citroën é mal formado pela montadora. Nunca têm a peça na hora. Impossível trocar a lâmpada do farol dianteiro esquerdo sem desmontar o pára-choques isso mesmo!!!. Vidros das portas dianteiras vibram quando estão abertos em torno de 30 por cento ressonância advinda de projeto mal feito. Distorções visuais nos cantos do pára-brisas para manter a estética sacrificaram a segurança..."
"Contras";"Muitos. Manutenção extremamente cara, não acha peças para reposição, os problemas dele sao cronico ou seja TODOS OS CARROS APRESENTAM."
"Contras";"Não vem com farol de milha e é muito caro na autorizada para instalar"
"Contras";"Como ponto negativo eu coloco em primeiro lugar a posição dos botões de abertura e fechamento de vidros, fica em frente ao cambio dificultando assim o acionamento do mesmo, deveria ficar mais próximo do motorista, também dificulta pois tem somente os botões de cada um individualmente e os vidros traseiros é pior pois fica atrás dificultando tanto para o motorista quanto para os passageiros, sugestão colocar um modulo na porta do motorista para ter acesso a todos os vidros assim você não tem que fazer malabarismo caso alguém esqueça os vidro traseiro ou do passageiro aberto, falta uma luz no porta luvas e também no espelho do passageiro por esse preço."
"Contras";"suspenção fraca, problema no farol entra agua e vitro dianteiro trincou 2 vezes"
"Contras";"- Falta de luz no porta-luvas num carro deste preço. - Tinha alguns grilos nos plásticos das portas que eu mesmo resolvi com alguns feltros adesivos assim como fiz nos outros carros GM que tive.- Espaço no banco traseiro não é ótimo mas também não é ruim a não ser para quem gosta de andar com o banco todo para trás. Com o banco dianteiro elevado e na posição normal o banco traseiro é bem confortável e não afunda como em outros carros."
"Contras";"O vidro eletrico, esta mal posicionado, deveria ser na porta e nao no meio do carro."
"Contras";"MANUTENÇÃO. PREÇOS ABSURDOS. MAU ATENDIMENTO. A CONCESSIONÁRIA NÃO RESOLVE NADA, SÓ ENGANA. EM SÃO PAULO TODAS AS CONCESSIONÁRIAS SÃO DE UM DONO SÓ, OU VOCE PAGA O QUE ELE IMPÕE, OU NÃO RECEBERÁ O ATENDIMENTO. PARA DIZER A VERDADE, O CARO É ÓTIMO, MAS POR ISTO JAMAIS COMPRAREI OUTRO CITROEN, É DOR DE CABEÇA E ABORRECIMENTO NA CERTA."
"Contras";"Tem seus problemas peculiares... a coluna do lado do motorista as vezes atrapalha a visibilidade nas curvas mais acentuadas, as vezes aparecem uns barulhos do nada e depois somem... e o carro é muito beberrao... tirando isso..."
"Contras";"OLHA!! O C3 ELE TEM 2 DEFEITOS O ESPAÇO DO BANCO TRASEIRO, E OS COMANDOS DOS VIDROS DE RESTO ELE É OTIMO"
"Contras";"Demorei a me acostumar com a posição dos botões dos vidro elétricos, pestanas das portas que arranham o insulfilm."
"Contras";"Até o presente, não detectei pontos negativos no carro."
"Contras";"painel muito simples, luz de ré única é uma burrice típica dos russos. me admira os americanos aderirem. depois de trocar minha palio weekend pelo celta perdi todo o contato que tinha com os mecânicos da vizinhança rs e é verdade ruídos da suspensão e motor, isolamento térmico do carro fraco aquece muito próximo ao câmbio depois de longo uso, bancos bastantes desconfortáveis incluindo o encosto de cabeça costurado ao banco e espaço interno, mas eu tenho 1,90m e o carro é popular então é normal. vazamento crônico na caixa de marcha, mas é normal na marca é só completar a cada 6 meses aprox."
"Contras";"Painel de instrumentos."
"Contras";"Direção dura, carro muito baixo raspa em qualquer valeta, parece muito frágil muito plástico."
"Contras";"Câmbio duro, muito barulho interno, porta-malas muito pequeno."
"Contras";"Freios deixam a desejar, alto nivel de ruído interno, reserva do tanque pequena demais ou mostrador não confiavel. Péssimo desempenho e consumo de combustivel com gasolina."
